Date,EnergySource,EnergyGenerated(kWh),Forecast(kWh),Location,WeatherConditions,CustomerID,CustomerType,EnergyUsed(kWh),CustomerSatisfactionRating,MaintenanceDate,AssetType,Duration(Hours),IssueType,ResolvedStatus,CO2Saved(kg),RenewableEnergyGenerated(kWh),EnergyStorage(kWh)
2023-02-23,Solar,841.9027438129125,887.583906674847,West,Rain,54,Residential,1665.772505728601,5,2023-02-23,Battery,11.964053896228394,Mechanical,Pending,60.98035170044211,2077.819953577749,48.78926923687787
2023-02-24,Wind,1140.6616829393845,852.5829115754879,,Cloudy,55,Residential,1064.3094980959113,999,2023-02-24,Hydroelectric,6.27524261880929,Other,Pending,441.54449325541844,2596.5706685544533,1381.2717717235303
2023-02-25,Hydro,1727.0221488837396,2055.4674153415353,North,Clear,56,Commercial,760.0877403727312,5,2023-02-25,Solar Panel,7.346927699180504,Software,Pending,59.57123488267421,2641.6943425914665,924.9754717811071
2023-02-26,Hydro,1791.095874884515,1098.6112457001548,South,Cloudy,57,Residential,1575.2298558378245,999,2023-02-26,Hydroelectric,1.271379489966916,Mechanical,Resolved,443.6157527078897,2212.580037130594,1194.8059364642645
2023-02-27,Solar,510.42819579678604,1921.876816042237,South,Clear,58,Residential,1051.439063004399,999,2023-02-27,Hydroelectric,9.124545409590544,Software,Pending,288.0217103122454,2559.9359865819147,722.2835272688251
2023-02-28,Hydro,1266.1209538663486,1491.3787328954838,North,Windy,59,Commercial,1481.9795167709542,4,2023-02-28,Hydroelectric,2.913914320599236,Other,Resolved,472.5804643308033,2183.1729465070657,175.96228344359173
2023-03-01,Hydro,1126.1165047231684,1761.4386508437199,South,Clear,60,Commercial,1312.2621497638584,999,2023-03-01,Battery,10.827624328568207,Other,Pending,409.4524560981494,2136.380083752811,187.77868830382565
2023-03-02,Wind,833.1617157060954,1279.351203623567,North,Rain,61,Residential,1586.485433088138,3,2023-03-02,Solar Panel,2.8591058655430825,Electrical,Pending,499.07034974000186,1970.2507211809975,1028.347930843457
2023-03-03,Solar,679.7980510005242,1401.8914096334925,,Rain,62,Commercial,1180.661075602619,999,2023-03-03,Hydroelectric,2.692908787632166,Mechanical,Resolved,207.82031695326958,2332.3349268056313,645.458842349194
2023-03-04,Wind,1006.422757105442,1262.6541948011254,,Clear,63,Residential,1834.86866213325,999,2023-03-04,Solar Panel,0.9203211802530911,Software,Pending,395.2347300190071,728.233784291299,300.78709005050507
2023-03-05,Wind,1914.3645558687788,772.1509298667734,North,Clear,64,Residential,696.1479991684567,999,2023-03-05,Solar Panel,5.9287698687649915,Electrical,Resolved,230.86891112415898,2678.351049837107,737.3918201121553
2023-03-06,Wind,984.8043980311328,1642.0459901814838,,Clear,65,Residential,1832.3032256995737,1,2023-03-06,Battery,6.995673032520089,Mechanical,Resolved,265.94402913675896,2653.9775249121262,96.31340561270113
2023-03-07,Wind,1278.185932615049,913.2743980274121,,Clear,66,Commercial,1205.6546715865618,3,2023-03-07,Hydroelectric,1.2556493534260522,Electrical,Pending,332.37745844826657,378.9676641933097,872.9571028715982
2023-03-08,Wind,1554.5284383427668,490.12134461189885,,Rain,67,Commercial,2223.4987306797175,3,2023-03-08,Hydroelectric,9.418567591992622,Other,Resolved,443.15470138385245,2529.7052265248594,403.4901066526465
2023-03-09,Wind,1045.444403568941,1515.0292882468268,East,Cloudy,68,Commercial,1433.519320701264,5,2023-03-09,Solar Panel,5.712821599602318,Mechanical,Resolved,-8.200096810939527,647.9486421783021,1196.3386509557822
2023-03-10,Wind,1957.673124081441,742.2326210216307,West,Clear,69,Commercial,2440.8427683942296,4,2023-03-10,Wind Turbine,6.53048809726717,Electrical,Pending,395.7230362390332,1204.8209064996831,465.5429383853606
2023-03-11,Solar,1943.6709424131668,2001.7566641823087,South,Clear,70,Commercial,1624.2578701901125,999,2023-03-11,Battery,5.568771589789623,Electrical,Resolved,237.99505197530019,2307.472291987341,682.8302236227017
2023-03-12,Hydro,877.6734437380462,2023.9821520542691,East,Rain,71,Residential,792.4679449939053,2,2023-03-12,Battery,5.1087752000662485,Software,Resolved,239.61065102468157,734.0517193304322,17.43080986215095
2023-03-13,Wind,1245.8727588385782,1959.52624386374,,Rain,72,Residential,2107.939401057788,4,2023-03-13,Battery,6.935863810044506,Electrical,Resolved,381.9120357150012,2508.510965121468,108.67033169183831
2023-03-14,Wind,951.3174647251545,1060.7618554214832,North,Windy,73,Residential,1059.1817812092509,4,2023-03-14,Battery,2.285262828203194,Mechanical,Pending,157.44971559573605,2546.7622804859034,588.7403346100273
2023-03-15,Wind,927.2607415662014,475.5034172726313,,Clear,74,Residential,1064.7622718619036,3,2023-03-15,Hydroelectric,2.592173500695618,Mechanical,Resolved,99.7133509091276,1670.1628811542578,719.9082520756853
2023-03-16,Wind,555.3304210317992,1981.725628269747,West,Windy,75,Commercial,369.9702992673633,4,2023-03-16,Hydroelectric,10.410534641655449,Software,Pending,209.57997093834945,317.24185363545064,900.0308221789555
2023-03-17,Wind,1414.3465009698452,1156.5038447235686,,Rain,76,Residential,1507.173680256299,999,2023-03-17,Wind Turbine,11.380327814536777,Mechanical,Pending,179.25754624433677,1075.0029595722644,437.49386806395484
2023-03-18,Wind,1254.0185348432922,2044.9804514220548,North,Rain,77,Commercial,1475.7317082115505,999,2023-03-18,Battery,4.793057137217159,Other,Resolved,183.33865420519555,1965.702679614504,1042.4728291898139
2023-03-19,Hydro,577.218126874984,2039.9729621972672,West,Cloudy,78,Residential,1083.1812653983695,1,2023-03-19,Battery,3.6135637411508683,Mechanical,Resolved,155.1234879724595,2949.202680674043,1290.1835957838068
2023-03-20,Hydro,917.9696963549171,1857.4656015211442,,Clear,79,Commercial,2267.2779783710366,999,2023-03-20,Solar Panel,7.905994747248681,Mechanical,Resolved,68.94193533636285,2005.8965229450046,1169.7764833400247
2023-03-21,Wind,,935.8406719148164,West,Windy,80,Commercial,583.2464762592166,999,2023-03-21,Hydroelectric,5.200442967628109,Electrical,Pending,58.04327063003621,1001.4696688732314,59.428238022535716
2023-03-22,Hydro,859.3428360004586,1085.4112521931768,South,Rain,81,Residential,1026.2189292823418,3,2023-03-22,Battery,0.7919430900939659,Electrical,Resolved,494.4750753812142,2011.8153983689506,720.7604208867434
2023-03-23,Solar,717.3423081368346,1854.3755080028138,South,Rain,82,Residential,1007.4820822960638,999,2023-03-23,Wind Turbine,2.295754869711189,Mechanical,Resolved,242.49791018113805,1757.9605252328097,157.3952676272623
2023-03-24,Wind,1234.1791404163446,972.9213085078582,,Windy,83,Residential,503.03928970324137,1,2023-03-24,Wind Turbine,8.733680631745072,Software,Resolved,222.94699122185676,2405.5825669080878,363.0675237937912
2023-03-25,Solar,1978.475681165901,729.6630320320526,West,Cloudy,84,Residential,1358.519866923845,2,2023-03-25,Hydroelectric,8.07762533196674,Electrical,Resolved,355.84127721188145,588.8477248327877,1479.9938899007198
2023-03-26,Solar,863.0829072672507,1368.7220830562778,North,Rain,85,Commercial,1813.1263776113826,3,2023-03-26,Wind Turbine,0.8116039137900601,Software,Resolved,148.21424953927888,2354.7753367554756,213.74331435226983
2023-03-27,Wind,1508.2033211088178,1994.6553773652886,,Clear,86,Residential,1425.6454298039746,2,2023-03-27,Wind Turbine,3.0526798622289184,Mechanical,Pending,477.4825327776014,1761.4197624254978,748.3322301770341
2023-03-28,Hydro,1642.4294229930763,1598.4491645137055,South,Rain,87,Residential,645.3509019756262,3,2023-03-28,Hydroelectric,3.157360160762821,Mechanical,Pending,403.8552564869984,2900.0784104192853,927.2336014771787
2023-03-29,Solar,856.4563159885995,1390.6009306474523,South,Clear,88,Commercial,1130.0291235325597,5,2023-03-29,Battery,8.226766551385376,Other,Resolved,90.23495104051678,1223.0548483044524,1053.697455816156
2023-03-30,Wind,1592.3245229177894,610.3412147217681,,Windy,89,Residential,305.70905364402245,4,2023-03-30,Battery,0.7266711841751878,Electrical,Resolved,237.91134910321776,2008.07911146166,839.4730252303711
2023-03-31,Solar,1051.67469907888,1464.76192405363,West,Clear,90,Residential,2210.262435478291,5,2023-03-31,Wind Turbine,1.6972486928225992,Mechanical,Resolved,445.6032384029741,2816.475884877047,14.656271128775488
2023-04-01,Solar,1448.4587458903693,2083.5888526720346,South,Windy,91,Residential,485.93741689750027,999,2023-04-01,Wind Turbine,9.699034981791678,Other,Resolved,475.1294100311346,576.776265574834,489.6919623659878
2023-04-02,Solar,1450.294566141342,681.1386251402646,West,Clear,92,Residential,1614.0117809619471,2,2023-04-02,Battery,2.5532636136248366,Electrical,Pending,260.3306800624414,2830.5169155384183,776.5674650770671
2023-04-03,Solar,1303.6620261121377,1305.2439264001657,South,Windy,93,Residential,2469.765390906993,999,2023-04-03,Hydroelectric,8.00658024029656,Mechanical,Resolved,326.0351251448185,2157.291450212196,131.79974871725003
2023-04-04,Hydro,635.4346550816125,1897.6655686811264,South,Clear,94,Commercial,1480.4994211721316,4,2023-04-04,Wind Turbine,3.239101982037355,Mechanical,Pending,125.16527574143385,483.16005958396414,525.9403968137711
2023-04-05,Solar,1752.953743383857,1672.2682192944374,East,Cloudy,95,Residential,2332.891870036353,3,2023-04-05,Solar Panel,1.6435760167324693,Electrical,Pending,496.0258817616394,1112.601630756404,49.80466318704985
2023-04-06,Solar,981.1700974576038,1600.0759726421923,South,Clear,96,Residential,819.4563728582896,4,2023-04-06,Hydroelectric,3.296480196493722,Electrical,Resolved,154.25226562254952,2212.0646393422603,117.86774573253112
2023-04-07,Solar,779.7777655997813,1609.0987385787303,North,Clear,97,Residential,1971.9018996626883,1,2023-04-07,Wind Turbine,8.80606971634008,Electrical,Pending,474.2292983608065,481.8466239656836,595.3849143023941
2023-04-08,Hydro,561.1627123321459,1043.160399512596,,Cloudy,98,Residential,1468.7846587417748,4,2023-04-08,Wind Turbine,10.340509383222287,Mechanical,Pending,342.3409920465658,1871.8602424759379,199.07363106459053
2023-04-09,Solar,1386.3394147823626,934.426543036414,,Rain,99,Residential,1885.1353350612226,1,2023-04-09,Solar Panel,10.047528442520404,Mechanical,Pending,323.48155769548663,1233.8842537729831,851.3112723923372
2023-04-10,Solar,1516.3465427634237,1785.4459065395474,West,Rain,100,Commercial,437.15099752473117,4,2023-04-10,Solar Panel,5.06761059061223,Other,Pending,280.70982995742884,1976.4718979721881,1034.1974537058986
